Ticker,Momentum,Rank_Mom,Group_Rank_1_to_100,Score,FIP,Close,Positive,Negative
METROPOLIS,-11.125413755057,306.0,62.0,39.0,,1933.2,46.72131147540984,53.278688524590166
BOSCHLTD,-11.355953424314514,307.0,62.0,39.0,,35400.0,40.98360655737705,59.01639344262295
DCMSHRIRAM,-11.381407471763684,308.0,62.0,39.0,,1122.0,40.98360655737705,59.01639344262295
PFIZER,-11.397754398373273,309.0,62.0,39.0,,5010.9,40.16393442622951,59.83606557377049
IRCON,-11.410099598112877,310.0,62.0,39.0,,152.1,41.80327868852459,58.19672131147541
KPRMILL,-11.411235075357206,311.0,63.0,38.0,,905.2,41.80327868852459,58.19672131147541
DELHIVERY,-11.420080662279775,312.0,63.0,38.0,,417.3,53.278688524590166,46.72131147540984
ETERNAL,-11.682743837084686,313.0,63.0,38.0,,288.4,51.63934426229508,47.540983606557376
GODREJPROP,-11.695562738759913,314.0,63.0,38.0,,1803.0,49.18032786885246,50.0
THERMAX,-11.70939906596976,315.0,63.0,38.0,,2854.7,47.540983606557376,52.459016393442624
HDFCLIFE,-11.895047391877467,316.0,64.0,37.0,,701.8,43.44262295081967,56.557377049180324
JYOTICNC,-11.966173361522204,317.0,64.0,37.0,,832.8,43.44262295081967,55.73770491803278
ENDURANCE,-12.202120586485632,318.0,64.0,37.0,,2509.0,48.36065573770492,51.63934426229508
AMBUJACEM,-12.307822267274881,319.0,64.0,37.0,,519.05,48.36065573770492,51.63934426229508
IRFC,-12.3254162392488,320.0,64.0,37.0,,111.11,43.44262295081967,56.557377049180324
VBL,-12.373225152129807,321.0,65.0,36.0,,453.6,44.26229508196721,55.73770491803278
ACC,-12.463099135848843,322.0,65.0,36.0,,1630.9,45.08196721311475,54.91803278688525
VGUARD,-12.484815764610612,323.0,65.0,36.0,,324.2,43.44262295081967,56.557377049180324
LICHSGFIN,-12.627133252887434,324.0,65.0,36.0,,506.85,45.90163934426229,52.459016393442624
JWL,-12.748218887373053,325.0,65.0,36.0,,287.8,36.885245901639344,62.295081967213115
GNFC,-12.89956497068282,326.0,66.0,35.0,,460.5,41.80327868852459,58.19672131147541
CIPLA,-12.955177543496532,327.0,66.0,35.0,,1345.8,50.81967213114754,48.36065573770492
MAXHEALTH,-13.091546997389026,328.0,66.0,35.0,,1065.15,46.72131147540984,53.278688524590166
MPHASIS,-13.115852583318643,329.0,66.0,35.0,,2463.6,49.18032786885246,50.81967213114754
HYUNDAI,-13.146577709899121,330.0,66.0,35.0,,2161.0,49.18032786885246,50.81967213114754
HINDUNILVR,-13.412989737058966,331.0,67.0,34.0,,2311.7,45.90163934426229,54.09836065573771
TCS,-13.519008584522041,332.0,67.0,34.0,,2679.7,47.540983606557376,52.459016393442624
PPLPHARMA,-13.73898534855832,333.0,67.0,34.0,,165.44,45.08196721311475,54.91803278688525
CRISIL,-13.750699757417417,334.0,67.0,34.0,,4622.1,42.62295081967213,57.377049180327866
TATATECH,-13.773584905660375,335.0,67.0,34.0,,594.1,43.44262295081967,55.73770491803278
IEX,-13.999301432064271,336.0,68.0,33.0,,123.11,44.26229508196721,54.91803278688525
PATANJALI,-14.10023155805491,337.0,68.0,33.0,,519.35,52.459016393442624,47.540983606557376
KPIL,-14.144891253324987,338.0,68.0,33.0,,1097.4,42.62295081967213,55.73770491803278
RITES,-14.28016320186517,339.0,68.0,33.0,,220.6,42.62295081967213,56.557377049180324
SHREECEM,-14.434669273378953,340.0,68.0,33.0,,26260.0,47.540983606557376,50.81967213114754
COCHINSHIP,-14.59330143540669,341.0,69.0,32.0,,1463.7,43.44262295081967,56.557377049180324
EXIDEIND,-14.660610648498619,342.0,69.0,32.0,,338.2,41.80327868852459,58.19672131147541
